id	document_id	sentence_nr	content	code	title/text	curated/single	dataset
10680	Boff2032_1	1	Breiterer Radweg	mpos	text	single	CQ_B
10681	Boff2032_2	1	Durchgehende Fahrradverbindung ohne Absteigen! zu müssen - am Bahnhof/ Innenstadt muss man absteigen	mpos+premise	text	single	CQ_B
10682	Boff2032_3	1	Mehr Abstellanlagen f. Räder am Bahnhof	mpos	text	single	CQ_B
10683	Boff203_1	1	mehr Fahrradweg	mpos	text	curated	CQ_B
10684	Boff2040_1	1	Ampelschaltung für Autofahrer, die auf die A565 auffahren -> übersehen Radfahrer	mpos+premise	text	single	CQ_B
10685	Boff2041_1	1	Verkehrsführung f. Radweg	non-arg	text	single	CQ_B
10686	Boff2063_1	1	Bessere Markierung (farbliche Unterscheidung + Beschilderung) vieler Radwege (bes. bei Überquerungen)	mpos	text	single	CQ_B
10687	Boff2063_2	1	Glascontainer nicht neben Fahrradwege aufstellen	mpos	text	single	CQ_B
10688	Boff2086_1	1	Markierung f. Radler	non-arg	text	single	CQ_B
10689	Boff2096_1	1	Erweiterung u. Verbesserung des Radwegenetzes	mpos	text	single	CQ_B
10690	Boff2096_2	1	mehr Überwachung und verstärktes Vorgehen gegen rücksichtslose Radfahrer	mpos	text	single	CQ_B
10691	Boff210_1	1	Besserer Straßenbelag	mpos	text	single	CQ_B
10692	Boff210_2	1	Kein Fahrradweg	premise	text	single	CQ_B
10693	Boff210_3	1	Eine Blitzeranlage gegen Raser	mpos	text	single	CQ_B
10694	Boff2121_1	1	Bessere Markierung	mpos	text	single	CQ_B
10695	Boff2121_2	1	Bessere Verkehrsführung (Rad-Autobahn)	mpos	text	single	CQ_B
10696	Boff2121_3	1	bessere Kennzeichnung	mpos	text	single	CQ_B
10697	Boff2129_1	1	Abstellung	non-arg	text	single	CQ_B
10698	Boff2129_2	1	Einbahnstr. (Autos) für Fahrräder frei	mpos	text	single	CQ_B
10699	Boff2149_1	1	Zu gefährliche Wegführung zu eng an den Autos, Busse sind gefährlich und rücksichtslos	premise	text	single	CQ_B
10700	Boff2149_2	1	Ich habe Angst mit dem Fahrrad in der Stadt zu fahren!	premise	text	single	CQ_B
10701	Boff2150_1	1	Radwegenetz in der Innenstadt so ausbauen, dass man schnell sich bewegen kann, ohne von Fußgängern + OPNV behindert zu werden	mpos+premise	text	single	CQ_B
10702	Boff2159_1	1	Radweg weg von Gleisen	mpos	text	single	CQ_B
10703	Boff2172_1	1	Mehr Abstellmöglichkeiten am Kaiserplatz	mpos	text	single	CQ_B
10704	Boff2186_1	1	Verbreiterung des Radweges und durchgängige Führung auf einer Straßenseite	mpos	text	single	CQ_B
10705	Boff2186_2	1	Errichtung eines Rad- und Fußweges	mpos	text	single	CQ_B
10706	Boff2186_3	1	Fehlende Führungen/ Wegfall des Radweges an Kreisverkehren (Radwege hören einfach auf)	mpos+premise	text	single	CQ_B
10707	Boff2191_1	1	Ich fahre nicht so oft und bin mit dem was da ist, sehr zufrieden	non-arg	text	single	CQ_B
10708	Boff219_1	1	Fahrradweg zw. Auto- und Busspur	non-arg	text	single	CQ_B
10709	Boff219_2	1	Radweg um den herum	non-arg	text	curated	CQ_B
10710	Boff2207_1	1	breitere Wege, getrennt von Fußgängern	mpos	text	single	CQ_B
10711	Boff2207_2	1	Klarere Weglinien beim Überqueren von Autostraßen	mpos	text	single	CQ_B
10712	Boff2207_3	1	bessere Umfahrung der Bushaltestellen	mpos	text	single	CQ_B
10713	Boff2208_1	1	nichts Konkretes	non-arg	text	single	CQ_B
10714	Boff221_1	1	Radwegzustand sehr schlecht, kaum/ selten gereinigt, schlechte Beschilderung, die den Weg als Radweg kenntlich macht	premise	text	single	CQ_B
10715	Boff221_2	1	Radweg B9-Godesberger Allee in Hochkreuz, Kopfsteinpflaster + Laubbäume	premise	text	single	CQ_B
10716	Boff221_3	1	Hohe Bordsteinkante im Radweg	premise	text	single	CQ_B
10717	Boff2227_1	1	Fahrradstraßen Richt. Innenstadt Beschilderung der Fahrradwege	mpos	text	single	CQ_B
10718	Boff2227_2	1	Beschilderung der Fahrradwege/ Ziele	mpos	text	single	CQ_B
10719	Boff2227_3	1	Verkehrsführung für Fahrräder	mpos	text	single	CQ_B
10720	Boff2254_1	1	Bessere Abstellmöglichkeiten	mpos	text	single	CQ_B
10721	Boff2278_1	1	Verkehrführung (mehr Radwege)	mpos	text	single	CQ_B
10722	Boff2285_1	1	Pascal/ Brüser Damm Kreisel Räder müssen Grünstreifen benutzen	mpos	text	single	CQ_B
10723	Boff2285_2	1	Radweg holperig wg. Baumwurzeln u.a.	premise	text	single	CQ_B
10724	Boff2292_1	1	schlechte Fahrradverbindung zw. Röttgen und Ippendorf!!!	premise	text	single	CQ_B
10725	Boff2292_1	2	Kein Fussgängerweg (Katzenbachloch)	premise	text	single	CQ_B
10726	Boff2292_2	1	Enge Strasse!!!	premise	text	single	CQ_B
10727	Boff2292_3	1	Keine ausreichende Beleuchtung	premise	text	single	CQ_B
10728	Boff2297_1	1	Bau eines Radweges	mpos	text	single	CQ_B
10729	Boff2297_2	1	bessere Überfahrt und Ampelregelung	mpos	text	single	CQ_B
10730	Boff2297_3	1	Absenkung der Kanten/ Kantsteine, insbesondere an Zebrastreifen	mpos	text	single	CQ_B
10731	Boff2303_1	1	Wenn die Ampel am Birkenweg für Autofahrer grün zeigt, sollte automatisch auch die Radfahrer + Fußgänger grün bekommen	mpos	text	single	CQ_B
10732	Boff230_1	1	Mehr Abstellanlagen	mpos	text	single	CQ_B
10733	Boff230_2	1	sichere Wege	mpos	text	single	CQ_B
10734	Boff2315_1	1	durchgängige Radwegführung	mpos	text	single	CQ_B
10735	Boff2315_2	1	breitere Radwege auf der Straße	mpos	text	single	CQ_B
10736	Boff231_1	1	Verkehrsführung an den Kreiseln - für Radler verengt sich die Fahrspur	mpos+premise	text	single	CQ_B
10737	Boff231_2	1	mehr Abstellplätze	mpos	text	curated	CQ_B
10738	Boff2331_1	1	Entfernung der Hubbel	mpos	text	single	CQ_B
10739	Boff2331_2	1	Fahrbahn neu teeren	mpos	text	single	CQ_B
10740	Boff2331_3	1	Kreisel Museumsmeile: Ampelschaltung für Radfahrer/ Fußgänger: katastrophale Wartezeiten	premise	text	single	CQ_B
10741	Boff2341_1	1	eigene Radwege in stark befahrenen Bereichen	mpos	text	single	CQ_B
10742	Boff2343_1	1	Abbiegspuren auch für Radfahrer auf der Straße kennzeichnen	mpos	text	single	CQ_B
10743	Boff2343_3	1	Breitere Radwege, bessere Trennung von Fußgängerwegen	mpos	text	single	CQ_B
10744	Boff2348_1	1	Radweg-Verbindung (auch Fußweg fehlt)	non-arg	text	single	CQ_B
10745	Boff2362_1	1	Weniger Autofahrer.	mpos	text	single	CQ_B
10746	Boff2362_2	1	Verbesserung von Radwegen	mpos	text	single	CQ_B
10747	Boff2362_3	1	Mehr sicherheit für Abstellmöglichkeiten für Radfahrer.	mpos	text	single	CQ_B
10748	Boff2363_1	1	Radwege nicht unvermittelt enden lassen, sondern durchgehend markieren	mpos+premise	text	single	CQ_B
10749	Boff2363_2	1	Mehr getrennte (vom Autoverkehr) Radwege anlegen	mpos	text	single	CQ_B
10750	Boff2363_3	1	Radwege von parkenden Autos freihalten	mpos	text	single	CQ_B
10751	Boff2374_1	1	mehr Fahrradstellplätze	mpos	text	single	CQ_B
10752	Boff2374_2	1	bessere Ausleuchtung	mpos	text	single	CQ_B
10753	Boff2374_3	1	Abgerundete Kanten am Übergang Straße, Bordstein	mpos	text	single	CQ_B
10754	Boff2385_1	1	Fahrradweg von Ippendorf nach Röttgen bisher nur von Poppelsdorf nach Ippendorf/ Fahrradfahren von der Innenstadt aus nach Röttgen über Lengsdorf/ Endenich	premise	text	single	CQ_B
10755	Boff2385_2	1	Beleuchtung verbessern am Radweg entlang der Reichsstraße von Röttgen über Ückesdorf nach Duisdorf	mpos	text	single	CQ_B
10756	Boff2392_1	1	breitere Radwege entlang des Rheins (beidseitig)	mpos	text	single	CQ_B
10757	Boff2392_2	1	schnelles Umschalten von Ampeln, wenn Kreuzung frei ist	mpos	text	single	CQ_B
10758	Boff2392_3	1	Bessere Entflechtung des Verkehrsraums zw. Auto, Fahrrad, Fußgänger	mpos	text	single	CQ_B
10759	Boff2394_1	1	mehr Radwege/ Radfahrstreifen	mpos	text	single	CQ_B
10760	Boff2399_2	1	Radwege ebnen, Schlaglöcher ausbessern, Aufwerfungen durch Wurzeln einebnen	mpos	text	single	CQ_B
10761	Boff2399_3	1	Parkende PKW auf Radwegen konsequent bestrafen	mpos	text	single	CQ_B
10762	Boff2412_1	1	deutlich gekennzeichnete Fahrradwege	mpos	text	single	CQ_B
10763	Boff2421_1	1	Mehr Radwege	mpos	text	single	CQ_B
10764	Boff2432_1	1	echte (nicht aufgemalte und von vielen Autofahrern nicht akzeptierte) Radwege	mpos+premise	text	single	CQ_B
10765	Boff2440_1	1	mehr Fahrradständer einrichten	mpos	text	single	CQ_B
10766	Boff2443_1	1	Radweg regelmäßig reinigen, vorallem im Herbst (sehr rutschiges Laub) teils gefährlich glatt	mpos+premise	text	single	CQ_B
10767	Boff2455_1	1	Straßenbeläge bis zum Rand reparieren und auf den Rinnstein nicht vor Ampeln zu tief liegen lassen + Sauberhaltung neben Glascontainern	mpos	text	single	CQ_B
10768	Boff2455_2	1	Einfache Fahrradabstellplätze mit vielen Einstellmöglichkeiten/ nicht tolle Optik gegen wenig Plätze und nicht immer weiter reduzieren	mpos	text	single	CQ_B
10769	Boff2456_1	1	Radweg ausbauen	mpos	text	single	CQ_B
10770	Boff2472_1	1	abgetrennte Radwege; damit Kinder sicher Radfahren können	mpos	text	single	CQ_B
10771	Boff2478_1	1	Straßen in Ippendorf + Venusberg verbessern -> z.T. tiefe Löcher	mpos+premise	text	single	CQ_B
10772	Boff2478_2	1	noch mehr Abstellanlagen	mpos	text	single	CQ_B
10773	Boff2481_1	1	Mehr echte Radwege	mpos	text	single	CQ_B
10774	Boff2481_2	1	sichere + kostenlose Abstellmöglichkeiten	mpos	text	single	CQ_B
10775	Boff2482_2	1	Bus fahren mit Nrw-Ticket & Rad	mpos	text	single	CQ_B
10776	Boff248_1	1	grüner Rechtspfeil (auch bei rot), da von links keine Autos kommen können.	mpos	text	single	CQ_B
10777	Boff248_1	2	Radfahrer warten dort grundlos, wenn sie rechts abbiegen wollen (sofern die Fußgänger durch sind)	premise	text	single	CQ_B
10778	Boff248_2	1	Zebrastreifen statt Fußgängerampel die auf Knopfdruck grün wird (häufig stehen keine Fußgänger dort, wenn sie grün bekommen, die Nichtbeachtung, der grundlos roten Ampel hat mich als Radfahrer mal 200€ gekostet!)	mpos+premise	text	single	CQ_B
10779	Boff248_3	1	Fahrradständer der zum Anketten vor Bio-Märkten z.B. denns Köln Str.	mpos	text	curated	CQ_B
10780	Boff2493_1	1	Genügend breite Radfahrspuren	mpos	text	single	CQ_B
10781	Boff2493_2	1	gute Ausleuchtung	non-arg	text	single	CQ_B
10782	Boff2493_3	1	Vorfahrtsregelungen für Radfahrer	non-arg	text	single	CQ_B
10783	Boff2505_1	1	mehr Fahrradwege	mpos	text	single	CQ_B
10784	Boff2516_1	1	sichere Abstellmöglichkeiten	mpos	text	single	CQ_B
10785	Boff2516_2	1	ebenerdige Radwege	mpos	text	single	CQ_B
10786	Boff2516_3	1	mehr Schutzstreifen	mpos	text	single	CQ_B
10787	Boff2527_1	1	Fahrradstreifen auf der innenstadtwärtigen Seite (bergab)	non-arg	text	single	CQ_B
10788	Boff2531_1	1	Radfahrweg von überhängenden Pflanzen befreien	mpos	text	single	CQ_B
10789	Boff2531_2	1	Fahrbahn ausbessern	mpos	text	single	CQ_B
10790	Boff2552_1	1	ein Radweg auf dem Fußweg	non-arg	text	single	CQ_B
10791	Boff2560_1	1	Sichere Abstellmöglichkeiten mit abschließbaren Fahrradboxen	mpos	text	single	CQ_B
10792	Boff2561_1	1	Seilbahn	non-arg	text	single	CQ_B
10793	Boff2561_2	1	Rheinbrücke	non-arg	text	single	CQ_B
10794	Boff2561_3	1	sichere Rad-Abstellanlagen	mpos	text	single	CQ_B
10795	Boff2565_1	1	Möglichkeit das Fahrrad ganztägig auf den Venusberg im ÖPNV mit Jobticket mitzuführen	mpos	text	single	CQ_B
10796	Boff2565_2	1	überdachte Fahrradabstellmöglichkeit	mpos	text	single	CQ_B
10797	Boff2565_3	1	Fahrradabstellmöglichkeit	non-arg	text	single	CQ_B
10798	Boff2585_1	1	Markierung Bonn Poppelsdorf Führung d. Radwegs	non-arg	text	single	CQ_B
10799	Boff2590_1	1	Unterführung BN Innenstadt, am Kopfsteinpflaster ist sehr glatt bei Regen, Abstellmöglichkeiten in der Innenstadt	mpos+premise	text	single	CQ_B
10800	Boff2590_2	1	Straßenbahnschiene ist mit Fahrrad sehr gefährlich	premise	text	single	CQ_B
10801	Boff2590_3	1	Poppelsdorf geht der Radweg auf d. Bürgersteig u. man kollidiert mit den Fußganger, unebener Belag auf dem Fahrradweg, man kollidiert m. den Bussen	premise	text	single	CQ_B
10802	Boff2595_1	1	Radweg Godesberg Bonn in schlechter Verfassung	premise	text	single	CQ_B
10803	Boff2595_2	1	Abschaffung der Stufen vom Radweg auf die Fahrbahn und von der Fahrbahn auf den Radweg	mpos	text	single	CQ_B
10804	Boff2595_3	1	Möglichkeit mit Zwei Fahrrädern nebeneinader auf der Fahrbahn zu fahren!	mpos	text	single	CQ_B
10805	Boff2599_1	1	Die Radwege in Bonn sind OK	premise	text	single	CQ_B
10806	Boff2618_1	1	Fahrradstellplätze um die Innenstadt in der Innenstadt	non-arg	text	single	CQ_B
10807	Boff2628_1	1	Besserer Radweg, weil viel zu eng.	mpos+premise	text	single	CQ_B
10808	Boff2631_1	1	Der Bonner Talweg ist aufgrund der engen Straßenführung, den Schienen u. der maroder Straße sehr schlecht zu befahren	premise	text	single	CQ_B
10809	Boff2631_2	1	Zu wenige Unterführungen unter der Bahnstrecke	premise	text	single	CQ_B
10810	Boff2634_1	1	Eigener Radweg auf der	non-arg	text	single	CQ_B
10811	Boff2655_1	1	Gesonderter Radweg, dessen Überfahren sich durch Geräusche beim Autofahrer bemerkbar macht, Warnschilder	mpos	text	single	CQ_B
10812	Boff2655_2	1	"Schnellere Renovierung, Verkehrsführung nicht nach der Maßgabe ""Auto first"""	mpos	text	single	CQ_B
10813	Boff2655_3	1	Schranke-Querteilung der Stadt durch Bahnlinie	non-arg	text	single	CQ_B
10814	Boff2658_1	1	Deutlich mehr Radwege	mpos	text	single	CQ_B
10815	Boff2658_2	1	Eigene Wege ohne Autos	mpos	text	single	CQ_B
10816	Boff2658_3	1	Eigene Ampeln	mpos	text	single	CQ_B
10817	Boff2664_1	1	Radweg anlegen hoch + runter!	mpos	text	single	CQ_B
10818	Boff2664_2	1	Mehr Abstellmöglichkeiten f. Räder.	mpos	text	single	CQ_B
10819	Boff2664_2	2	Wir haben gehört, dass die neue Bahnunterführung in Kessenich keinen direkten Zugang für Fahrräder hat??	non-arg	text	single	CQ_B
10820	Boff2664_3	1	Reinigung d. Fahrradwege bei Schnee + Eis	mpos	text	single	CQ_B
10821	Boff2670_1	1	eindeutigere Ausschilderung der Radwege (Bsp. Königsstraße)	mpos	text	single	CQ_B
10822	Boff2670_2	1	mehr Abstellmöglichkeiten in der City	mpos	text	single	CQ_B
10823	Boff2673_1	1	Radweg Hausdorffstr. 2. Richtung	non-arg	text	single	CQ_B
10824	Boff2673_2	1	rot markierte Radstreifen	mpos	text	single	CQ_B
10825	Boff2678_1	1	Schranke schließt zu lange (Südstadt)	premise	text	single	CQ_B
10826	Boff2680_1	1	Verbesserung d. Verkehrsführung der Fahrradfahrer (aktuell sehr unsicher)	mpos+premise	text	single	CQ_B
10827	Boff2680_2	1	Fahrradweg oft mit Ästen v. Büschen (manchm. mit Dornen) zugewachsen -> Unfallgefahr -> regelmäßiger Rückschnitt +unbeleuchtet nachts	premise	text	single	CQ_B
10828	Boff2680_3	1	mehr Fahrradwege insgesamt; Teilung der Fahrbahn mit Autos ist riskant -> oft nutzen diese die Radwege mit u. blockieren so (insbes. bei Stop-and-go); außerdem oft abschüssige Fahrbahn + Schlaglöcher -> Sturzgefahr -> zahlreiche ebene, schlaglöcherfreie & gut ausgeleuchtete Radwege wären wunderbar.	mpos+premise	text	single	CQ_B
10829	Boff2680_3	2	:)	non-arg	text	single	CQ_B
10830	Boff2681_1	1	Auf beiden Seiten breitere, ebenere und durchgängige Fahrradwege, aktuell verschwindet der Weg auf beiden Seiten z.T. und is voller Huckel durch Rohrverläufe	mpos+premise	text	single	CQ_B
10831	Boff2681_2	1	Fahrradständer in Stadtnähe (Innenstadt)	mpos	text	single	CQ_B
10832	Boff2681_2	2	Es gibt nur einen großen Parkplatz und der liegt für Radfahrer aus der Südstadt ungünstig und wird durch Baustellen bald wahrscheinlich wegfallen	premise	text	single	CQ_B
10833	Boff2681_3	1	Eine Unter-/ Überführung der Bahngleise	mpos	text	single	CQ_B
10834	Boff2684_1	1	Verkehrsführung neben der Straße ist unsicher, mehr Platz für Fahrräder nötig	mpos+premise	text	single	CQ_B
10835	Boff2693_2	1	eigene Fahrradspuren	mpos	text	single	CQ_B
10836	Boff2693_3	1	Bertha-von-Suttner-Platz lebensgefährlich!	premise	text	single	CQ_B
10837	Boff2694_1	1	Fahrradweg anlegen	mpos	text	single	CQ_B
10838	Boff2694_2	1	Parkstationen für Fahrräder anlegen	mpos	text	single	CQ_B
10839	Boff2695_1	1	Trennung von Autos und Fahrrädern wg. Gefühl der Unsicherheit auf den in der Fahrbahn markierten Radwegen	mpos	text	single	CQ_B
10840	Boff2695_2	1	Beleuchtung des Radwegs	mpos	text	single	CQ_B
10841	Boff2695_3	1	bessere/ getrenntere Verkehrsführung von Radfahrer u. Fußgängern, Inline-Skater	mpos	text	single	CQ_B
10842	Boff2707_1	1	breiterer Fahrradweg ohne Mitnutzung der Fußgänger	mpos	text	single	CQ_B
10843	Boff2707_2	1	Fahrradweg von der Straße verlegen	mpos	text	single	CQ_B
10844	Boff270_1	1	An der Römerstraße-Baustelle ist eine Einbahnstr.	premise	text	single	CQ_B
10845	Boff270_1	2	diese sollte für Radfahrer freigegeben werden und gegen die Fahrtrichtung	mpos	text	single	CQ_B
10846	Boff2714_1	1	Ampelschaltung ändern: Fußgängerampel für alle Richtungen freigeben, nicht nur bei Bedarf!	mpos	text	single	CQ_B
10847	Boff2714_2	1	regelmäßiges Freischneiden des Fahrradweges entlang der Bahnstrecke	mpos	text	single	CQ_B
10848	Boff2716_1	1	durchgehende Fahrradrouten mit Öffnung aller Einbahnstraßen in Gegenrichtung (Radfahrer können überall ausweichen bei unzureichender Breite)	mpos+premise	text	single	CQ_B
10849	Boff2716_2	1	keine Pseudomaßnahmen wie Fahrradstraßen,die nur auf markiert werden, ohne ihre Vorteile für Radfahrer durch Kontrollen bei PKW (SUV, behinderndes Parken) durchzusetzen	mpos+premise	text	single	CQ_B
10850	Boff2716_3	1	Berücksichtigung des Radverkehrs bei Baumaßnahmen -> nicht nur einfache Sperrung sondern Durchlässigkeit für Radverkehr o. zumindest eindeutig signaliserte Umleitungen	mpos+premise	text	single	CQ_B
10851	Boff271_1	1	Mehr abgetrennte Fahrradwege	mpos	text	single	CQ_B
10852	Boff2724_1	1	sichere & mehr Abstellanlagen (regelmäßige Diebstähle!) z.B. Fahrradkeller/ Videoüberwachung	mpos+premise	text	single	CQ_B
10853	Boff272_1	1	E-Mobil unterwegs	non-arg	text	single	CQ_B
10854	Boff272_2	1	Bordsteine Tieferlegen	mpos	text	single	CQ_B
10855	Boff2745_1	1	Abstellanlagen sind überfüllt	premise	text	single	CQ_B
10856	Boff2745_2	1	Radwege sind zu lang	premise	text	single	CQ_B
10857	Boff2751_1	1	häufiger die Hecke schneiden	mpos	text	single	CQ_B
10858	Boff2751_2	1	sicherere Abstellanlagen für hochwertige Fahrräder	mpos	text	single	CQ_B
10859	Boff2759_1	1	alles gut	non-arg	text	single	CQ_B
10860	Boff2761_1	1	Es fehlen Fahrradschnellwege	mpos	text	single	CQ_B
10861	Boff2761_2	1	Entfernung von Hindernissen auf Radwegen, wie z.B. Poller	mpos	text	single	CQ_B
10862	Boff2761_3	1	Tempo 30 in der gesamten Innenstadt und in Wohngebieten	mpos	text	single	CQ_B
10863	Boff2767_1	1	dringend: Schlaglöcher beseitigen und möglichst eigene Fahrradspur (fahren ist höllisch!)	mpos+premise	text	single	CQ_B
10864	Boff2767_2	1	Eigene Fahrradspur, Lücke in der Verbindung zwischen Bonn und Godesberg	mpos	text	single	CQ_B
10865	Boff2769_1	1	sichere Stellplat	mpos	text	single	CQ_B
10866	Boff2772_1	1	mehr Fahrradabstellanlagen an Schulen	mpos	text	single	CQ_B
10867	Boff2772_2	1	mehr Polizeikontrolle z.B. Lahnweg, Radfahrer fahren in falsche Richtung + gefährden sich + Autofahrer	mpos+premise	text	single	CQ_B
10868	Boff2773_1	1	Der Fahrradweg Kaiserstraße richtung Kessenich ist zu schmal für Gegenverkehr -> er könnte Richtung Schienenseite verbreitert werden da ist genug Platz o. Gegenverkehr auf der Straße fahren lassen	mpos+premise	text	single	CQ_B
10869	Boff2789_1	1	bessere Radwege, z.Zt. katastrophal	mpos+premise	text	single	CQ_B
10870	Boff2789_2	1	Radweg verbreitern, öfter Bewuchs schneiden	mpos	text	single	CQ_B
10871	Boff2789_3	1	Radwege verbessern	mpos	text	single	CQ_B
10872	Boff2793_1	1	kein gemeinsamer Rad- und Fußweg	mpos	text	single	CQ_B
10873	Boff2794_1	1	Radweg entlag der Bahnschiene von Kessenich nach Bad Godesberg komplett beleuchten des Nachts	mpos	text	single	CQ_B
10874	Boff2794_2	1	Die Radwegsituation ist wirklich sehr gut in Bonn :)	premise	text	single	CQ_B
10875	Boff2797_1	1	Fahrradstraßen abschaffen, da diese nur zu Missverständnisse und Gefahrensituationen führen	mpos+premise	text	single	CQ_B
10876	Boff2797_3	1	"Auf der Kennedybrücke keinen ""Gegenverkehr"" zulassen."	mpos	text	single	CQ_B
10877	Boff2826_1	1	Abstellplätze in Kessenich	mpos	text	single	CQ_B
10878	Boff2827_1	1	Ich bin zufrieden	non-arg	text	single	CQ_B
10879	Boff2828_1	1	Grünpfeile/ Fahrradampeln	mpos	text	single	CQ_B
10880	Boff2828_1	2	Man sollte nicht an menschenleeren Kreuzungen warten müssen	premise	text	single	CQ_B
10881	Boff2828_2	1	Fahrbare Bahnübergänge (wie in der Königstraße)	mpos	text	single	CQ_B
10882	Boff2828_3	1	Mehr Möglichkeiten zum sicheren Anschließen	mpos	text	single	CQ_B
10883	Boff2837_1	1	Markierter Radweg durch die Innenstadt (Tlw darf man weiss der Fussgänger nicht beschimpfen	mpos	text	single	CQ_B
10884	Boff2837_2	1	Radunterführungen (langes Warten an Schranken Tlw. 20 Min.)	mpos+premise	text	single	CQ_B
10885	Boff2837_3	1	Breitere Radwege (entgegenkomm. Radfahrer mit Busverkehr auf der Fahrbahn)	mpos+premise	text	single	CQ_B
10886	Boff2842_1	1	Gefährliche Verkehrsführung - Angstträume beseitigen	mpos+premise	text	single	CQ_B
10887	Boff2842_2	1	Chaos wegen Bahnschranke - Autofahrer in Eile & gestresst unbedingt Unterführung	mpos+premise	text	single	CQ_B
10888	Boff2842_3	1	Markierung der Radwege in der Rheinauen	mpos	text	single	CQ_B
10889	Boff2854_1	1	breiter Fahrradweg; Abbau der Baumwurzelhubbel	mpos	text	single	CQ_B
10890	Boff2854_3	1	allgemein besseres Fahrradwegkonzept!	mpos	text	single	CQ_B
10891	Boff2857_1	1	Fahrrad-Sharing à la New York	mpos	text	single	CQ_B
10892	Boff2868_1	1	Fortführung des Radwegs auf der Kreuzung.	mpos	text	single	CQ_B
10893	Boff2868_1	2	Dieser endet kurz vor der Kreuzung und man weiß nicht wohin.	premise	text	single	CQ_B
10894	Boff2868_1	3	Autofahrer sind durch fehlende Markierung nicht sensibilisiert	premise	text	single	CQ_B
10895	Boff2868_2	1	Sensibilisierung von Autofahrern.	mpos	text	single	CQ_B
10896	Boff2868_2	2	Härtere Bestrafung fürs Parken auf dem Radweg und Vorfahrt nehmen	mpos	text	single	CQ_B
10897	Boff2868_3	1	Fahrradampeln die früher auf Grün schalten und ein Fahrradsymbol haben, sodass rechtsabbiegende Autofahrer aufmerksamer sind bzw. Radfahrer besser sehen.	mpos	text	single	CQ_B
10898	Boff2868_3	2	Evtl. Spiegel an Ampeln.	mpos	text	single	CQ_B
10899	Boff286_1	1	Das die Baustellen schnell fertigt werden	non-arg	text	curated	CQ_B
10900	Boff2877_1	1	Schaffung Radweg/ Fahrraderlaubnis	mpos	text	single	CQ_B
10901	Boff2877_2	1	Beleuchtung Radweg am Rhein	mpos	text	single	CQ_B
10902	Boff2879_1	1	Fahrradwege auf Straßen sind breit genung, dafür aber sind die Straßen zu eng und Autofahrer fahren auf den Fahrbahnstreifen	premise	text	single	CQ_B
10903	Boff2879_2	1	Alternative Fahrradwege	mpos	text	single	CQ_B
10904	Boff2879_3	1	Radfahrer die Regeln nicht einhalten, z.B. 2-3 nebeneinander, und dadurch Verkehr behindern sollten bestraft werden	mpos	text	single	CQ_B
10905	Boff2883_1	1	mehr seperate Radwege (z.B. Adenauerallee) insb. auf engen + stark befahrenen Wegen	mpos	text	single	CQ_B
10906	Boff2883_2	1	Innenstadt deutlicher angeben wo man fahren darf	mpos	text	single	CQ_B
10907	Boff2886_1	1	Unterführung Ollenhauerstraße (Bahnunterführung)	non-arg	text	single	CQ_B
10908	Boff288_1	1	'sogenannte ''Fahrradstraßen'' sollten auch zu solchen gemacht werden, z.B. durch zeitliche Fahrbegrenzung für Autos'	mpos	text	single	CQ_B
10909	Boff288_2	1	mehr Fahrradständer/ Anschlussmöglichkeiten	mpos	text	single	CQ_B
10910	Boff288_3	1	Radweg/ Schienennähe	mpos	text	single	CQ_B
10911	Boff2891_1	1	Durchgehende Radverbindung vorm Hauptbahnhof mit erkennbarer Radwegführung	mpos	text	single	CQ_B
10912	Boff2891_2	1	Standardmäßige Grünschaltung von Fuß-/ Radwegampeln, die schwach befahrene Straßen kreuzen - Kontaktschleifen für die Autos zum Anfordern von Grün für sie	mpos	text	single	CQ_B
10913	Boff2891_3	1	ebene glatte Radwegoberflächen	mpos	text	single	CQ_B
10914	Boff2892_1	1	Radweg hört abrupt auf und geht auf der anderen Straßenseite weiter ohne Ampel o.ä.	premise	text	single	CQ_B
10915	Boff2904_1	1	Kreisel mehr auf Fahrradfahrer abstimmen	mpos	text	single	CQ_B
10916	Boff290_1	1	breitere Radwege von Innenstadt an der Bahntrasse Richtung BadGodesberg	mpos	text	curated	CQ_B
10917	Boff290_2	1	bessere Beleuchtung nachts in der Rheinaue	mpos	text	single	CQ_B
10918	Boff2913_2	1	Mehr Kontrollen der falsch parkenden PKW auf Radwegen	mpos	text	single	CQ_B
10919	Boff2918_1	1	jetzige Regelung lebensgefährlich	premise	text	single	CQ_B
10920	Boff2918_2	1	Fahrradspuren verkleinern, damit (wie versprochen) zwei KfZ nebeneinanderfahren können	mpos	text	single	CQ_B
10921	Boff2918_3	1	Radwege auf vielen Hauptverkehrsstraßen sind zu schmal (z.B. Ubierstr./ Bad Godesberg)	premise	text	single	CQ_B
10922	Boff292_1	1	Kein Fahrradweg/ Platz vorhanden	premise	text	curated	CQ_B
10923	Boff292_2	1	Zu wenig Platz am Radweg	premise	text	single	CQ_B
10924	Boff292_3	1	gefährlicher Radweg	premise	text	single	CQ_B
10925	Boff2936_1	1	Wunderbar wäre, wenn die Innenstadt insbes. rund um den HBF (gut) erreichbar + durchfahrbar wäre, ohne Fußgänger zu gefährden	mpos	text	single	CQ_B
